Plate #,Row,Column,Record no.,ORF,Gene
7,O,21,5575,YPR160W,GPH1
7,O,22,5902,YGR249W,MGA1
7,O,23,5578,YPR163C,TIF3
7,O,24,3025,YBL001C,ECM15
7,P,1,4383,YGL015C,YGL015C
7,P,2,2016,YNL196C,SLZ1
7,P,3,-,,
7,P,4,-,,
7,P,5,4384,YGL016W,KAP122
7,P,6,2017,YNL195C,YNL195C
7,P,7,4385,YGL017W,ATE1
7,P,8,2018,YNL194C,YNL194C
7,P,9,4387,YGL019W,CKB1
7,P,10,2019,YNL193W,YNL193W
7,P,11,4389,YGL021W,ALK1
7,P,12,2020,YNL192W,CHS1
7,P,13,4391,YGL023C,PIB2
7,P,14,2021,YNL191W,DUG3
7,P,15,4392,YGL024W,YGL024W
7,P,16,2022,YNL190W,YNL190W
7,P,17,4393,YGL025C,PGD1
7,P,18,2025,YNL187W,SWT21
7,P,19,4394,YGL026C,TRP5
7,P,20,2028,YNL184C,YNL184C
7,P,21,4395,YGL027C,CWH41
7,P,22,2029,YNL183C,NPR1
7,P,23,4396,YGL028C,SCW11
7,P,24,2033,YNL179C,YNL179C
8,A,1,2035,YNL177C,MRPL22
8,A,2,3619,YDR260C,SWM1
8,A,3,2036,YNL176C,TDA7
8,A,4,3620,YDR261C,EXG2
8,A,5,2038,YNL175C,NOP13
8,A,6,3621,YDR262W,YDR262W
8,A,7,2039,YNL173C,MDG1
8,A,8,3622,YDR263C,DIN7
8,A,9,2041,YNL170W,YNL170W
8,A,10,3623,YDR264C,AKR1
8,A,11,2042,YNL171C,YNL171C
8,A,12,3624,YDR265W,PEX10
8,A,13,2043,YNL169C,PSD1
8,A,14,3625,YDR266C,HEL2
8,A,15,2044,YNL168C,FMP41
8,A,16,3628,YDR269C,YDR269C
8,A,17,2045,YNL167C,SKO1
8,A,18,3629,YDR270W,CCC2
8,A,19,2046,YNL166C,BNI5
8,A,20,3630,YDR271C,YDR271C
8,A,21,2047,YNL165W,YNL165W
8,A,22,3631,YDR272W,GLO2
8,A,23,2048,YNL164C,IBD2
8,A,24,3632,YDR273W,DON1
8,B,1,1469,YIL076W,SEC28
8,B,2,5933,YGR281W,YOR1
8,B,3,1470,YIL077C,YIL077C
8,B,4,5934,YGR282C,BGL2
8,B,5,1472,YIL079C,AIR1
8,B,6,5935,YGR283C,YGR283C
8,B,7,1475,YIL084C,SDS3
8,B,8,5936,YGR284C,ERV29
8,B,9,1477,YIL086C,YIL086C
8,B,10,5937,YGR285C,ZUO1
8,B,11,1478,YIL087C,AIM19
8,B,12,5938,YGR286C,BIO2
8,B,13,1479,YIL088C,AVT7
8,B,14,5939,YGR287C,IMA1
8,B,15,1481,YIL090W,ICE2
8,B,16,5940,YGR288W,MAL13
8,B,17,1484,YIL093C,RSM25
8,B,18,5942,YGR290W,YGR290W
8,B,19,1486,YIL095W,PRK1
8,B,20,5947,YHR021W-A,ECM12
8,B,21,1487,YIL096C,YIL096C
8,B,22,5948,YHR039C-B,YHR039C-B
8,B,23,1488,YIL097W,FYV10
8,B,24,5949,YHR079C-B,YHR079C-B
8,C,1,2050,YNL162W,RPL42a
8,C,2,3633,YDR274C,YDR274C
8,C,3,2052,YNL160W,YGP1
8,C,4,3634,YDR275W,BSC2
8,C,5,2053,YNL159C,ASI2
8,C,6,3635,YDR276C,PMP3
8,C,7,2055,YNL157W,IGO1
8,C,8,3636,YDR277C,MTH1
8,C,9,2056,YNL156C,NSG2
8,C,10,3637,YDR278C,YDR278C
8,C,11,2057,YNL155W,YNL155W
8,C,12,3638,YDR279W,RNH202
8,C,13,2058,YNL154C,YCK2
8,C,14,3640,YDR281C,PHM6
8,C,15,2064,YNL148C,ALF1
8,C,16,3641,YDR282C,YDR282C
8,C,17,5041,YKL191W,DPH2
8,C,18,3643,YDR284C,DPP1
8,C,19,5047,YKL197C,PEX1
8,C,20,3644,YDR285W,ZIP1
8,C,21,5048,YKL198C,PTK1
8,C,22,3645,YDR286C,YDR286C
8,C,23,5049,YKL199C,YKL199C
8,C,24,3646,YDR287W,INM2
8,D,1,1398,YIL006W,YIA6
8,D,2,5950,YIL009C-A,EST3
8,D,3,1399,YIL007C,NAS2
8,D,4,5951,YIR017C,MET28
8,D,5,1400,YIL008W,URM1
8,D,6,5952,YIR018W,YAP5
8,D,7,1401,YIL009W,FAA3
8,D,8,5953,YIR019C,FLO11
8,D,9,1402,YIL010W,DOT5
8,D,10,5954,YIR020C,YIR020C
8,D,11,1407,YIL015C-A,YIL015C-A
8,D,12,5955,YIR020W-B,YIR020W-B
8,D,13,1431,YIL038C,NOT3
8,D,14,5956,YIR021W,MRS1
8,D,15,1435,YIL042C,PKP1
8,D,16,5959,YIR024C,YIR024C
8,D,17,1440,YIL047C,SYG1
8,D,18,5960,YIR025W,MND2
8,D,19,1445,YIL052C,RPL34b
8,D,20,5961,YIR026C,YVH1
8,D,21,1447,YIL054W,YIL054W
8,D,22,5962,YIR027C,DAL1
8,D,23,1448,YIL055C,YIL055C
8,D,24,5963,YIR028W,DAL4
8,E,1,5050,YKL200C,YKL200C
8,E,2,3648,YDR289C,RTT103
8,E,3,5055,YKL205W,LOS1
8,E,4,3649,YDR290W,YDR290W
8,E,5,5056,YKL206C,ADD66
8,E,6,3650,YDR291W,HRQ1
8,E,7,5057,YKL207W,EMC3
8,E,8,3652,YDR293C,SSD1
8,E,9,-,,
8,E,10,3653,YDR294C,DPL1
8,E,11,5058,YKL208W,CBT1
8,E,12,-,,
8,E,13,5061,YKL211C,TRP3
8,E,14,3654,YDR295C,HDA2
8,E,15,5062,YKL212W,SAC1
8,E,16,3656,YDR297W,SUR2
8,E,17,5063,YKL213C,DOA1
8,E,18,3657,YDR298C,ATP5
8,E,19,5064,YKL214C,YRA2
8,E,20,3663,YDR304C,CPR5
8,E,21,5066,YKL216W,URA1
8,E,22,3664,YDR305C,HNT2
8,E,23,5067,YKL217W,JEN1
8,E,24,3665,YDR306C,YDR306C
8,F,1,1452,YIL059C,YIL059C
8,F,2,5964,YIR029W,DAL2
8,F,3,1453,YIL060W,YIL060W
8,F,4,5966,YIR031C,DAL7
8,F,5,1460,YIL067C,YIL067C
8,F,6,5968,YIR033W,MGA2
8,F,7,1462,YIL069C,RPS24b
8,F,8,5969,YIR034C,LYS1
8,F,9,1463,YIL070C,MAM33
8,F,10,5970,YIR035C,YIR035C
8,F,11,1464,YIL071C,PCI8
8,F,12,5971,YIR036C,IRC24
8,F,13,-,,
8,F,14,5972,YIR037W,HYR1
8,F,15,1467,YIL074C,SER33
8,F,16,-,,
8,F,17,1480,YIL089W,YIL089W
8,F,18,5973,YIR038C,GTT1
8,F,19,1483,YIL092W,YIL092W
8,F,20,5974,YIR039C,YPS6
8,F,21,5622,YFL006W,YFL006W
8,F,22,5975,YIR042C,YIR042C
8,F,23,5627,YFL011W,HXT10
8,F,24,5978,YKL033W-A,YKL033W-A
8,G,1,5068,YKL218C,SRY1
8,G,2,3666,YDR307W,PMT7
8,G,3,5070,YKL221W,MCH2
8,G,4,3668,YDR309C,GIC2
8,G,5,5071,YKL222C,YKL222C
8,G,6,3669,YDR310C,SUM1
8,G,7,5072,YKR001C,VPS1
8,G,8,3671,YDR312W,SSF2
8,G,9,5074,YKR003W,OSH6
8,G,10,3672,YDR313C,PIB1
8,G,11,5076,YKR005C,YKR005C
8,G,12,3673,YDR314C,RAD34
8,G,13,5078,YKR007W,MEH1
8,G,14,3674,YDR315C,IPK1
8,G,15,5080,YKR009C,FOX2
8,G,16,3675,YDR316W,OMS1
8,G,17,5082,YKR011C,YKR011C
8,G,18,3676,YDR317W,HIM1
8,G,19,5083,YKR012C,YKR012C
8,G,20,3677,YDR318W,MCM21
8,G,21,5084,YKR013W,PRY2
8,G,22,3678,YDR319C,YFT2
8,G,23,5085,YKR014C,YPT52
8,G,24,3679,YDR320C,SWA2
8,H,1,5633,YFL015C,YFL015C
8,H,2,5980,YKL162C-A,YKL162C-A
8,H,3,5639,YFL020C,PAU5
8,H,4,5981,YKR035W-A,DID2
8,H,5,5640,YFL021W,GAT1
8,H,6,5982,YKR066C,CCP1
8,H,7,5642,YFL023W,BUD27
8,H,8,5983,YKR067W,GPT2
8,H,9,5644,YFL025C,BST1
8,H,10,5985,YKR069W,MET1
8,H,11,5645,YFL026W,STE2
8,H,12,5986,YKR070W,YKR070W
8,H,13,5646,YFL027C,GYP8
8,H,14,5988,YKR072C,SIS2
8,H,15,5647,YFL028C,CAF16
8,H,16,5989,YKR073C,YKR073C
8,H,17,5649,YFL030W,AGX1
8,H,18,5990,YKR074W,AIM29
8,H,19,5650,YFL031W,HAC1
8,H,20,5991,YKR075C,YKR075C
8,H,21,5651,YFL032W,YFL032W
8,H,22,5992,YKR076W,ECM4
8,H,23,5653,YFL034W,YFL034W
8,H,24,5993,YKR077W,MSA2
8,I,1,5086,YKR015C,YKR015C
8,I,2,3680,YDR321W,ASP1
8,I,3,5087,YKR016W,FCJ1
8,I,4,3681,YDR322W,MRPL35
8,I,5,5088,YKR017C,HEL1
8,I,6,3682,YDR323C,PEP7
8,I,7,5089,YKR018C,YKR018C
8,I,8,3688,YDR329C,PEX3
8,I,9,5091,YKR020W,VPS51
8,I,10,3689,YDR330W,UBX5
8,I,11,5092,YKR021W,ALY1
8,I,12,3691,YDR332W,IRC3
8,I,13,5095,YKR024C,DBP7
8,I,14,3692,YDR333C,RQC1
8,I,15,5097,YKR026C,GCN3
8,I,16,3693,YDR334W,SWR1
8,I,17,5101,YKR030W,GMH1
8,I,18,3694,YDR335W,MSN5
8,I,19,5102,YKR031C,SPO14
8,I,20,3695,YDR336W,YDR336W
8,I,21,5103,YKR032W,YKR032W
8,I,22,3696,YDR337W,MRPS28
8,I,23,5104,YKR033C,YKR033C
8,I,24,1393,YIL001W,YIL001W
8,J,1,5656,YFL035C-B,YFL035C-B
8,J,2,5994,YKR078W,YKR078W
8,J,3,5657,YFL036W,RPO41
8,J,4,5996,YKR080W,MTD1
8,J,5,5661,YFL040W,YFL040W
8,J,6,5998,YKR082W,NUP133
8,J,7,5662,YFL041W,FET5
8,J,8,6000,YKR084C,HBS1
8,J,9,5664,YFL043C,YFL043C
8,J,10,6195,YMR062C,ARG7
8,J,11,5665,YFL044C,OTU1
8,J,12,6196,YMR063W,RIM9
8,J,13,5667,YFL046W,FMP32
8,J,14,6198,YMR065W,KAR5
8,J,15,5668,YFL047W,RGD2
8,J,16,6200,YMR067C,UBX4
8,J,17,5669,YFL048C,EMP47
8,J,18,6201,YMR068W,AVO2
8,J,19,5670,YFL049W,SWP82
8,J,20,6202,YMR069W,NAT4
8,J,21,5671,YFL050C,ALR2
8,J,22,6203,YMR070W,MOT3
8,J,23,5672,YFL051C,YFL051C
8,J,24,6204,YMR071C,TVP18
8,K,1,5106,YKR035C,YKR035C
8,K,2,1394,YIL002C,INP51
8,K,3,5113,YKR042W,UTH1
8,K,4,1397,YIL005W,EPS1
8,K,5,5114,YKR043C,SHB17
8,K,6,1403,YIL011W,TIR3
8,K,7,5115,YKR044W,UIP5
8,K,8,1404,YIL012W,YIL012W
8,K,9,5116,YKR045C,YKR045C
8,K,10,1405,YIL013C,PDR11
8,K,11,5118,YKR047W,YKR047W
8,K,12,1406,YIL014W,MNT3
8,K,13,5119,YKR048C,NAP1
8,K,14,1408,YIL015W,BAR1
8,K,15,5120,YKR049C,FMP46
8,K,16,1409,YIL016W,SNL1
8,K,17,5121,YKR050W,TRK2
8,K,18,1410,YIL017C,VID28
8,K,19,5122,YKR051W,YKR051W
8,K,20,1413,YIL020C,HIS6
8,K,21,5123,YKR052C,MRS4
8,K,22,1416,YIL023C,YKE4
8,K,23,5125,YKR054C,DYN1
8,K,24,1417,YIL024C,YIL024C
8,L,1,5673,YFL052W,YFL052W
8,L,2,6205,YMR072W,ABF2
8,L,3,5674,YFL053W,DAK2
8,L,4,6206,YMR073C,IRC21
8,L,5,5675,YFL054C,YFL054C
8,L,6,6208,YMR075C-A,YMR075C-A
8,L,7,5676,YFL055W,AGP3
8,L,8,6209,YMR075W,RCO1
8,L,9,5677,YFL056C,AAD6
8,L,10,6211,YMR077C,VPS20
8,L,11,5680,YFR001W,LOC1
8,L,12,6212,YMR078C,CTF18
8,L,13,5685,YFR006W,YFR006W
8,L,14,6214,YMR080C,NAM7
8,L,15,5686,YFR007W,YFH7
8,L,16,6215,YMR081C,ISF1
8,L,17,5687,YFR008W,FAR7
8,L,18,6216,YMR082C,YMR082C
8,L,19,5688,YFR009W,GCN20
8,L,20,6217,YMR083W,ADH3
8,L,21,5689,YFR010W,UBP6
8,L,22,6218,YMR084W,YMR084W
8,L,23,5691,YFR012W,DCV1
8,L,24,6219,YMR085W,YMR085W
8,M,1,5126,YKR055W,RHO4
8,M,2,1418,YIL025C,YIL025C
8,M,3,5127,YKR056W,TRM2
8,M,4,1420,YIL027C,EMC5
8,M,5,5128,YKR057W,RPS21a
8,M,6,1421,YIL028W,YIL028W
8,M,7,5129,YKR058W,GLG1
8,M,8,1422,YIL029C,YIL029C
8,M,9,5130,YKR059W,TIF1
8,M,10,1425,YIL032C,YIL032C
8,M,11,5131,YKR060W,UTP30
8,M,12,1427,YIL034C,CAP2
8,M,13,5132,YKR061W,KTR2
8,M,14,1428,YIL035C,CKA1
8,M,15,5135,YKR064W,OAF3
8,M,16,1429,YIL036W,CST6
8,M,17,5136,YKR065C,PAM17
8,M,18,1430,YIL037C,PRM2
8,M,19,3603,YDR244W,PEX5
8,M,20,1432,YIL039W,TED1
8,M,21,3606,YDR247W,VHS1
8,M,22,1433,YIL040W,APQ12
8,M,23,3607,YDR248C,YDR248C
8,M,24,1434,YIL041W,GVP36
8,N,1,5693,YFR014C,CMK1
8,N,2,6220,YMR086C-A,YMR086C-A
8,N,3,5694,YFR015C,GSY1
8,N,4,6221,YMR086W,SEG1
8,N,5,5695,YFR016C,YFR016C
8,N,6,6222,YMR087W,YMR087W
8,N,7,5696,YFR017C,IGD1
8,N,8,6223,YMR088C,VBA1
8,N,9,5697,YFR018C,YFR018C
8,N,10,6224,YMR089C,YTA12
8,N,11,5699,YFR020W,YFR020W
8,N,12,6225,YMR090W,YMR090W
8,N,13,5700,YFR021W,ATG18
8,N,14,6226,YMR091C,NPL6
8,N,15,5701,YFR022W,ROG3
8,N,16,6227,YMR092C,AIP1
8,N,17,5702,YFR023W,PES4
8,N,18,6229,YNR070W,PDR18
8,N,19,5704,YFR024C-A,LSB3
8,N,20,6230,YNR071C,YNR071C
8,N,21,5706,YFR026C,ULI1
8,N,22,6231,YNR072W,HXT17
8,N,23,5712,YFR031C-A,RPL2a
8,N,24,6232,YNR073C,YNR073C
8,O,1,3608,YDR249C,YDR249C
8,O,2,1436,YIL043C,CBR1
8,O,3,-,,
8,O,4,-,,
8,O,5,3609,YDR250C,YDR250C
8,O,6,1437,YIL044C,AGE2
8,O,7,3610,YDR251W,PAM1
8,O,8,1438,YIL045W,PIG2
8,O,9,3611,YDR252W,BTT1
8,O,10,1442,YIL049W,DFG10
8,O,11,3612,YDR253C,MET32
8,O,12,1443,YIL050W,PCL7
8,O,13,3613,YDR254W,CHL4
8,O,14,1446,YIL053W,RHR2
8,O,15,3614,YDR255C,RMD5
8,O,16,1450,YIL057C,RGI2
8,O,17,3615,YDR256C,CTA1
8,O,18,1457,YIL064W,SEE1
8,O,19,3616,YDR257C,RKM4
8,O,20,1458,YIL065C,FIS1
8,O,21,3617,YDR258C,HSP78
8,O,22,1465,YIL072W,HOP1
8,O,23,3618,YDR259C,YAP6
8,O,24,1466,YIL073C,SPO22
8,P,1,5908,YGR256W,GND2
8,P,2,6233,YNR074C,AIF1
8,P,3,-,,
8,P,4,-,,
8,P,5,5911,YGR259C,YGR259C
8,P,6,6234,YNR075W,COS10
8,P,7,5912,YGR260W,TNA1
8,P,8,6235,YOL013W-A,YOL013W-A
8,P,9,5913,YGR261C,APL6
8,P,10,6236,YOL086C,ADH1
8,P,11,5915,YGR263C,SAY1
8,P,12,6237,YOL087C,DUF1
8,P,13,5918,YGR266W,YGR266W
8,P,14,6238,YOL088C,MPD2
8,P,15,5920,YGR268C,HUA1
8,P,16,6239,YOL089C,HAL9
8,P,17,5921,YGR269W,YGR269W
8,P,18,6240,YOL090W,MSH2
8,P,19,5922,YGR270W,YTA7
8,P,20,6241,YOL091W,SPO21
8,P,21,5927,YGR275W,RTT102
8,P,22,6242,YOL092W,YPQ1
8,P,23,5931,YGR279C,SCW4
8,P,24,6243,YOL093W,TRM10
9,A,1,6245,YOL095C,HMI1
9,A,2,6456,YMR316C-A,YMR316C-A
9,A,3,6246,YOL096C,COQ3
9,A,4,6457,YMR316C-B,YMR316C-B
9,A,5,6248,YOL098C,YOL098C
9,A,6,6458,YMR316W,DIA1
9,A,7,6249,YOL099C,YOL099C
9,A,8,6459,YMR317W,YMR317W
9,A,9,6250,YOL100W,PKH2
9,A,10,6460,YMR318C,ADH6
9,A,11,6251,YOL101C,IZH4
9,A,12,6461,YMR319C,FET4
9,A,13,6253,YOL103W,ITR2
9,A,14,6462,YMR320W,YMR320W
9,A,15,6254,YOL104C,NDJ1
9,A,16,6464,YNL250W,RAD50
9,A,17,6255,YOL105C,WSC3
9,A,18,6465,YNL252C,MRPL17
9,A,19,6256,YOL106W,YOL106W
9,A,20,6468,YNL279W,PRM1
9,A,21,6257,YOL107W,YOL107W
9,A,22,6470,YNL300W,TOS6
9,A,23,6258,YOL108C,INO4
9,A,24,6472,YNL316C,PHA2
9,B,1,5449,YPR030W,CSR2
9,B,2,1367,YJL056C,ZAP1
9,B,3,5451,YPR032W,SRO7
9,B,4,1368,YJL055W,YJL055W
9,B,5,5455,YPR036W,VMA13
9,B,6,1370,YJL053W,PEP8
9,B,7,5457,YPR038W,YPR038W
9,B,8,1371,YJL052W,TDH1
9,B,9,5458,YPR039W,YPR039W
9,B,10,1372,YJL051W,IRC8
9,B,11,5459,YPR040W,TIP41
9,B,12,1374,YJL049W,YJL049W
9,B,13,5461,YPR042C,PUF2
9,B,14,1375,YJL048C,UBX6
9,B,15,5463,YPR044C,YPR044C
9,B,16,1376,YJL047C,RTT101
9,B,17,5464,YPR045C,THP3
9,B,18,1377,YJL046W,AIM22
9,B,19,5465,YPR046W,MCM16
9,B,20,1378,YJL045W,YJL045W
9,B,21,5466,YPR047W,MSF1
9,B,22,1379,YJL044C,GYP6
9,B,23,5468,YPR049C,ATG11
9,B,24,1380,YJL043W,YJL043W
9,C,1,6259,YOL109W,ZEO1
9,C,2,6473,YOL016C,CMK2
9,C,3,6260,YOL110W,SHR5
9,C,4,6475,YOR096W,RPS7a
9,C,5,6261,YOL111C,MDY2
9,C,6,6476,YOR306C,MCH5
9,C,7,6262,YOL112W,MSB4
9,C,8,6477,YOR317W,FAA1
9,C,9,6263,YOL113W,SKM1
9,C,10,6479,YPL132W,COX11
9,C,11,6264,YOL114C,YOL114C
9,C,12,6480,YPL134C,ODC1
9,C,13,6265,YOL115W,PAP2
9,C,14,6483,YML070W,DAK1
9,C,15,6266,YOL116W,MSN1
9,C,16,6484,YML071C,COG8
9,C,17,6267,YOL117W,RRI2
9,C,18,6486,YML074C,FPR3
9,C,19,6268,YOL118C,YOL118C
9,C,20,6487,YML090W,YML090W
9,C,21,6269,YOL119C,MCH4
9,C,22,6491,YML094W,GIM5
9,C,23,6271,YOL121C,RPS19a
9,C,24,6492,YML095C,RAD10
9,D,1,5470,YPR051W,MAK3
9,D,2,1384,YJL038C,LOH1
9,D,3,5471,YPR052C,NHP6a
9,D,4,1385,YJL037W,IRC18
9,D,5,5472,YPR053C,YPR053C
9,D,6,1386,YJL036W,SNX4
9,D,7,5473,YPR054W,SMK1
9,D,8,1392,YJL030W,MAD2
9,D,9,5476,YPR057W,BRR1
9,D,10,6577,YEL012W,UBC8
9,D,11,5477,YPR058W,YMC1
9,D,12,6583,YER031C,YPT31
9,D,13,5478,YPR059C,YPR059C
9,D,14,6584,YER046W,SPO73
9,D,15,5479,YPR060C,ARO7
9,D,16,6585,YER063W,THO1
9,D,17,5480,YPR061C,JID1
9,D,18,6586,YER066W,RRT13
9,D,19,5481,YPR062W,FCY1
9,D,20,6589,YGR188C,BUB1
9,D,21,5482,YPR063C,YPR063C
9,D,22,6590,YGR201C,YGR201C
9,D,23,5484,YPR065W,ROX1
9,D,24,6591,YGR204W,ADE3
9,E,1,6272,YOL122C,SMF1
9,E,2,6493,YML095C-A,YML095C-A
9,E,3,6274,YOL124C,TRM11
9,E,4,6494,YML096W,YML096W
9,E,5,6276,YOL126C,MDH2
9,E,6,6495,YML097C,VPS9
9,E,7,6278,YOL128C,YGK3
9,E,8,6497,YML099C,ARG81
9,E,9,6279,YOL129W,VPS68
9,E,10,6498,YML100W,TSL1
9,E,11,6281,YOL131W,YOL131W
9,E,12,6499,YML100W-A,YML100W-A
9,E,13,6282,YOL132W,GAS4
9,E,14,6500,YML101C,CUE4
9,E,15,6286,YOL136C,PFK27
9,E,16,6501,YML102C-A,YML102C-A
9,E,17,-,,
9,E,18,6502,YML102W,CAC2
9,E,19,6287,YOL137W,BSC6
9,E,20,-,,
9,E,21,6288,YOL138C,RTC1
9,E,22,6503,YML103C,NUP188
9,E,23,6385,YBR232C,YBR232C
9,E,24,6504,YML104C,MDM1
9,F,1,5485,YPR066W,UBA3
9,F,2,6593,YHL002W,HSE1
9,F,3,5487,YPR068C,HOS1
9,F,4,6595,YHL011C,PRS3
9,F,5,5488,YPR069C,SPE3
9,F,6,6597,YHL039W,EFM1
9,F,7,5489,YPR070W,MED1
9,F,8,6600,YHR003C,TCD1
9,F,9,5490,YPR071W,YPR071W
9,F,10,6601,YHR004C,NEM1
9,F,11,5492,YPR073C,LTP1
9,F,12,6603,YHR006W,STP2
9,F,13,5493,YPR074C,TKL1
9,F,14,6605,YHR008C,SOD2
9,F,15,5494,YPR075C,OPY2
9,F,16,6606,YHR009C,TDA3
9,F,17,5495,YPR076W,YPR076W
9,F,18,6608,YHR025W,THR1
9,F,19,5496,YPR077C,YPR077C
9,F,20,6609,YHR026W,VMA16
9,F,21,-,,
9,F,22,6611,YHR041C,SRB2
9,F,23,5498,YPR079W,MRL1
9,F,24,-,,
9,G,1,6387,YDR424C,DYN2
9,G,2,6506,YML106W,URA5
9,G,3,6388,YEL011W,GLC3
9,G,4,6507,YML107C,PML39
9,G,5,6390,YER064C,VHR2
9,G,6,6508,YML108W,YML108W
9,G,7,6391,YER077C,YER077C
9,G,8,6509,YML109W,ZDS2
9,G,9,6392,YER078C,ICP55
9,G,10,6513,YML113W,DAT1
9,G,11,6393,YER088C,DOT6
9,G,12,6516,YML116W,ATR1
9,G,13,6395,YER090W,TRP2
9,G,14,6517,YML117W,NAB6
9,G,15,6396,YER091C,MET6
9,G,16,6518,YML117W-A,YML117W-A
9,G,17,6397,YER092W,IES5
9,G,18,6519,YML118W,NGL3
9,G,19,6399,YER093C-A,AIM11
9,G,20,6520,YML119W,YML119W
9,G,21,6401,YER095W,RAD51
9,G,22,6521,YML120C,NDI1
9,G,23,6402,YER096W,SHC1
9,G,24,6522,YML121W,GTR1
9,H,1,5501,YPR084W,YPR084W
9,H,2,6613,YHR059W,FYV4
9,H,3,5504,YPR087W,VPS69
9,H,4,6615,YHR067W,HTD2
9,H,5,5506,YPR089W,YPR089W
9,H,6,6623,YHR127W,YHR127W
9,H,7,5507,YPR090W,YPR090W
9,H,8,6625,YHR131C,YHR131C
9,H,9,5509,YPR092W,YPR092W
9,H,10,6633,YHR180W,YHR180W
9,H,11,5510,YPR093C,ASR1
9,H,12,6634,YHR185C,PFS1
9,H,13,5512,YPR095C,SYT1
9,H,14,6637,YHR194W,MDM31
9,H,15,5513,YPR096C,YPR096C
9,H,16,6641,YLL007C,YLL007C
9,H,17,5514,YPR097W,YPR097W
9,H,18,6643,YMR154C,RIM13
9,H,19,5515,YPR098C,YPR098C
9,H,20,6645,YNL274C,GOR1
9,H,21,5516,YPR099C,YPR099C
9,H,22,6650,YOL141W,PPM2
9,H,23,5517,YPR100W,MRPL51
9,H,24,6659,YOL150C,YOL150C
9,I,1,6403,YER097W,YER097W
9,I,2,6523,YML122C,YML122C
9,I,3,6404,YER098W,UBP9
9,I,4,6524,YML123C,PHO84
9,I,5,6405,YGR134W,CAF130
9,I,6,6525,YML124C,TUB3
9,I,7,6407,YGR210C,YGR210C
9,I,8,6529,YML128C,MSC1
9,I,9,6408,YHL024W,RIM4
9,I,10,6532,YML131W,YML131W
9,I,11,6409,YHL025W,SNF6
9,I,12,6533,YMR004W,MVP1
9,I,13,6410,YHR016C,YSC84
9,I,14,6535,YMR095C,SNO1
9,I,15,6411,YHR017W,YSC83
9,I,16,6536,YMR096W,SNZ1
9,I,17,6412,YHR032W,ERC1
9,I,18,6539,YMR099C,YMR099C
9,I,19,6413,YHR045W,YHR045W
9,I,20,6540,YMR100W,MUB1
9,I,21,6414,YHR064C,SSZ1
9,I,22,6541,YMR101C,SRT1
9,I,23,6415,YHR140W,YHR140W
9,I,24,6542,YMR102C,YMR102C
9,J,1,5518,YPR101W,SNT309
9,J,2,6664,YOL158C,ENB1
9,J,3,1298,YJL127C,SPT10
9,J,4,6665,YOL159C,YOL159C
9,J,5,1299,YJL126W,NIT2
9,J,6,6666,YOL160W,YOL160W
9,J,7,1301,YJL124C,LSM1
9,J,8,6667,YOL162W,YOL162W
9,J,9,1302,YJL123C,MTC1
9,J,10,6668,YOL163W,YOL163W
9,J,11,1303,YJL122W,ALB1
9,J,12,2551,YJR073C,OPI3
9,J,13,1304,YJL120W,YJL120W
9,J,14,2553,YJR075W,HOC1
9,J,15,1305,YJL121C,RPE1
9,J,16,2556,YJR078W,BNA2
9,J,17,1306,YJL118W,YJL118W
9,J,18,2557,YJR079W,YJR079W
9,J,19,1307,YJL119C,YJL119C
9,J,20,2559,YJR082C,EAF6
9,J,21,1308,YJL117W,PHO86
9,J,22,2560,YJR083C,ACF4
9,J,23,1309,YJL116C,NCA3
9,J,24,2565,YJR088C,EMC2
9,K,1,6416,YHR162W,MPC2
9,K,2,6543,YMR103C,YMR103C
9,K,3,6417,YHR168W,MTG2
9,K,4,6545,YMR105C,PGM2
9,K,5,6420,YHR181W,SVP26
9,K,6,6546,YMR106C,YKU80
9,K,7,6421,YHR191C,CTF8
9,K,8,6547,YMR107W,SPG4
9,K,9,6422,YHR193C,EGD2
9,K,10,6549,YMR109W,MYO5
9,K,11,6423,YLL030C,YLL030C
9,K,12,6550,YMR110C,HFD1
9,K,13,6424,YLL044W,YLL044W
9,K,14,6551,YMR111C,YMR111C
9,K,15,6425,YLL048C,YBT1
9,K,16,6554,YMR114C,YMR114C
9,K,17,6426,YLL049W,LDB18
9,K,18,6555,YMR115W,MGR3
9,K,19,6427,YLL059C,YLL059C
9,K,20,6556,YMR116C,ASC1
9,K,21,6428,YLR030W,YLR030W
9,K,22,6560,YMR119W-A,YMR119W-A
9,K,23,6429,YLR031W,YLR031W
9,K,24,6561,YMR120C,ADE17
9,L,1,1310,YJL115W,ASF1
9,L,2,2569,YJR092W,BUD4
9,L,3,1311,YJL112W,MDV1
9,L,4,2580,YJR102C,VPS25
9,L,5,1313,YJL110C,GZF3
9,L,6,2581,YJR103W,URA8
9,L,7,1315,YJL108C,PRM10
9,L,8,2583,YJR105W,ADO1
9,L,9,1316,YJL107C,YJL107C
9,L,10,2586,YJR108W,ABM1
9,L,11,1317,YJL106W,IME2
9,L,12,2588,YJR110W,YMR1
9,L,13,1321,YJL102W,MEF2
9,L,14,2589,YJR111C,YJR111C
9,L,15,1323,YJL100W,LSB6
9,L,16,2593,YJR115W,YJR115W
9,L,17,1324,YJL099W,CHS6
9,L,18,2605,YJR127C,RSF2
9,L,19,1325,YJL098W,SAP185
9,L,20,2606,YJR128W,YJR128W
